"As Iran Inches Closer to Nuclear Weapon, What US Can Do"	-15
"Ashton Kutcher and Mila Kunis Silence Divorce Rumors With a Very Comedic Take"	-1
"Authentic Brands in talks with Meredith to buy Sports Illustrated, in deal valuing SI at about $110 mln--WSJ"	5
"Beltway, First Amendment in crisis as White House boycotts WHCA dinner"	
"Bernie Sanders wins latest Daily Kos Straw Poll in what has become a five-candidate race"	44
"Bernie Sanders’s reparations comments cause rift over DSA endorsement"	-16
"Beto O’Rourke addressing how much wealth might be TOO much could make the next family gathering ‘a little awkward’"	29
"Beto O’Rourke wouldn’t get rid of just the existing border wall, but maybe the citizenship test too"	29
"Beto O’Rourke: Trump’s an ‘Avowed Racist’ Who’s ‘Giving People Permission to Do’ Mass Shootings"	-21
"Bomb-carrying drone from Yemen rebels targets Saudi airport"	20
"Brazil’s Supreme Court pushed back against an attempt to cancel participatory councils"	-16
"British Royals Meghan and Prince Harry’s Instagram Account Has Broken a Record"	-1
"Brzezinski Goes After Biden Accusers -- 'Don't Inject It Into a Presidential Campaign'"	34
"Buttigieg Fox News town hall attracts 1.1 million viewers"	9
"CURL: Biden Shamelessly Begged Me For Money All. Day. Long."	28
"Candidates of a certain age, &c."	20
"Charles Barkley: “Every Black Person I Know Has Always Voted Democratic” & They’re “Still Poor”"	44
"Chart of the Day: Q1 Growth Is Looking Pretty Anemic"	-24
"Chris Hayes Fails to Correct Dem Senator's Claims About Iran"	
"City in New Mexico authorizes spending on asylum seekers"	20
"Clapper Believes Barr Used The Term ‘Spying’ During Hearing ‘Deliberately’"	-13
"Coachella 2019 fire: What we know"	-16
"Colombia Failed These Coca Farmers. Now They're Turning Back To The Cartels"	-10
"Confirmed: Study Finds 92% of Left-Wing Loser Activists Live at Home with Mommy and Daddy"	35
"Conway Takes Aim At Biden's New Candidacy: 'He's The Frontrunner!'"	-13
"DC Comics Sends Cease And Desist Over Alexandria Ocasio-Cortez Comic Book Cover"	28
"Daily Caller Confuses Andrew Gillum With Black CNN Commentator Bakari Sellers"	-13
"Daily Kos Democratic Straw Poll: May 14 edition"	44
"Darwin’s Finches Are In Danger Because a Parasite Is Changing Their Mating Song"	-10
"Dear Parents: The Internet Never Forgets"	-15
"Deepfakes Could Finally Bring Accountability to Big Tech Companies"	-24
"Dem. Rep. Slams Chase Bank Tweet that Discouraged Wasteful Spending"	20
"Democratic presidential candidate says his party has to 'draw a clear line': 'We are not socialists'"	27
"Dems Blowing Chance to Beat Trump With Left-Wing Extremism"	
"Deputies raid rapper YG's Hollywood home in connection with fatal shootout"	-6
"Devin Nunes’ 2020 Reelection Bid May Have Just Gotten a Lot Easier"	-24
"Dick’s CEO a Member of Michael Bloomberg’s Gun Control Group"	44
"Director Ava DuVernay: Trump contributed to 'environment' around 1994 crime bill"	9
"Disaster aid stalls again after another House Republican objects"	-10
"Discover Provence and the French Riviera with Odysseys Unlimited: New 12-day Small Group Tour Debuts April 6, 2020"	0
"Disneyland's new Flex Pass comes with a catch"	27
"Donald Trump comes crashing down from his “total exoneration” high"	-34
"Donald Trump’s orbit is spinning completely out of control today"	-34
"Donald Trump’s worsening obstruction of justice antics won’t end well for him"	-34
"Donald Trump’s ‘party of health care’ has spent a decade failing to repeal and replace Obamacare"	-13
"Don’t Compare the Situation on the Border to the Holocaust"	20
"Dutch police arrest Syrian suspected of war crimes, terror"	20
"EPA Refuses to Ban Dangerous Pesticide Chlorpyrifos Linked to Brain Damage in Children"	-19
"Economists' Flawed Attacks on Steve Moore"	
"Egypt’s Ousted President Mohammed Morsi Dies After Courtroom Collapse"	24
"Egypt’s Prisons Are Becoming Recruiting Grounds for the Islamic State"	9
"Elizabeth Warren Just Unveiled a Plan to Close the Racial Wealth Gap"	-24
"Enough with the Batman Movies Already"	-10
"Ethiopia, AU float proposal for peace in Sudan"	0
"Europe broils in record heat as U.K. has hottest July day ever"	-3
"Fed is prepared to act to save U.S. economy from trade war, Powell says"	-10
"Federal Subsidies for Insured People Under Age 65 Will Total $737 Billion This Year: CBO"	12
"Female footballers grab the world’s attention — finally"	-3
"Find Out If Your Top Sexual Fantasy Is Unique or Just Boring"	-10
"Finding a repository for San Onofre plant's nuclear waste is a difficult task"	-6
"For the week, Dow loses 0.6%, while S&P and Nasdaq both down 1.2%,"	5
"Ford and VW to share costs on electric and self-driving cars"	-3
"Fossil Fuel Stooges Pence & Trump Deny Climate Crisis as Deadly Rains Slam Louisiana & South Asia"	-19
"Four things you can do today to fight voter suppression"	44
"Four years ago today Trump launched his campaign. Media still hasn't figured out how to cover him"	44
"Fox vs. Fox: Neil Cavuto clashes with Lou Dobbs on Trump and the deficit"	
"Free Speech on Campus Is Doing Just Fine, Thank You"	-15
"Fresh calls for Trump’s impeachment after Mueller statement"	-10
"From LBJ to Robert Moses: Robert Caro on Writing About Political Power & Its Impact on the Powerless"	-19
"GOP Releases New Video Highlighting 'No Collusion' Newspaper Headlines"	28
"GOP whip says Democrats are obsessed with Mueller, forgets he called for more investigations himself"	-13
"Gaslighting On Abortion Intensifies As Georgia Passes Fetal Heartbeat Bill"	27
"Give Us AOC’s 70% Tax Rates — But Save the 1950s Nostalgia"	-28
"GoFundMe Deletes South Bend Police Officer’s Donation Page"	
"Gold-plated golf clubs and birthday bashes: How Abe courts Trump"	-3
"Google Gets the Hot Seat over Sensorsvault Spying"	
"Haru Coryne to Join ProPublica Illinois as Data Reporter"	-5
"Health Care CEO Slams Medicare for All"	12
"Help each other, pope tells prisoners at foot washing rite"	28
"Here are 5 lies Trump defenders are guaranteed to tell about the Mueller report — and why you shouldn’t believe them"	-23
"Here’s the ‘gaping loophole’ in federal law that Russia and other countries can exploit to legally influence the 2020 election"	-23
"Here’s what Donald Trump can teach Democrats about winning crossover votes"	-23
"House Democrats rush to pass border aid bill before July 4, Trump vows veto"	28
"Hundreds of thousands are set to march in London for a second Brexit referendum"	-5
"IMF gives Mozambique $118 million for Cyclone Idai rebuilding"	28
"IRS Audits Hit the Working Poor, African Americans Harder"	12
"IRS Eases Penalty for Taxpayers Who Paid Too Little"	12
"If Britain Leaves the EU, It Will Be Vulnerable to Trump’s Whims"	-24
"Ilhan Omar Attacks Israel. Liz Cheney Demolishes Her With One Tweet."	28
"Ilhan Omar’s campaign finance/tax issues just shifted gears"	
"Immigrants in US military denied citizenship more often than civilians"	9
"Impeachment and environmental activist Tom Steyer announces presidential bid"	-3
"Improved Prosthetic Hand Has A Lighter Touch And Easy Grip"	-5
"India’s oldest e-commerce firm’s IPO is a rare way out for investors"	-5
"Investments Limited Bullish on South Florida Real Estate"	0
"Investors face $647bn China banking blind spot"	-3
"Iran Claims Rights To Respond To 'Unacceptable' U.S. Sanctions, Escalation"	-20
"Israel Announces Golan Heights Settlement To Be Named After Trump"	-20
"It’s Time for Saudi Arabia to Stop Exporting Extremism"	9
"It’s a Winner-Take-All World, Whether You Like It or Not"	-15
"Ivanka & Jared Are Cons and Threats to National Security"	
"Jalen Rose Has a Problem with Basketball Analytics"	-9
"Joe Biden Bets on Being the Anti-Trump Candidate"	-9
"Jordan Klepper, Wyatt Cenac, and the Citizen Journalism of Class Clowns Made Good"	-9
"Journalism! #FakeNews called on MSNBC reporter’s claim about what was NOT mentioned at Trump’s rally (‘Roll the tape!’)"	29
"Juan Williams Just Plain Wrong on Senate Rules Change on Nominations"	-15
"Judge Agrees To Release Coast Guard Officer Accused Of Plotting Terror Attack"	-13
"Judge slaps down DNC lawsuit alleging Russian collusion, and President Trump responds"	27
"Justin Amash Is Not the Start of Anything"	-21
"Kamala Harris Continues to Lie About Charlottesville 'Very Fine People' Hoax"	34
"Kamala Harris and Donald Trump Unite to Defend the Imperial Presidency"	18
"Kentucky Legislature Passes Bill Stripping Grimes of Authority Over State Board of Elections"	-5
"Koch-funded group wants you to believe it’s scandalous to support clean energy policies"	-13
"Kudlow on Dem candidates: ‘I don’t understand what planet they’re describing’"	-3
"Kyrsten Sinema and Mike Gallagher are still the fastest members of Congress"	
"Labor and Management Have Nothing in Common"	-28
"Lauren Sanchez and Patrick Whitesell file for divorce as Bezos split is finalized: reports"	27
"Lawmakers Introduce a Bipartisan Bill to Fix the IRS"	12
"Liberals Are Using Rep. Ilhan Omar as an Excuse to Chill Speech"	-15
"Libya's Sarraj calls for elections in 2019 to end war"	0
"Lies Are Fueling the Rise of Anti-Semitism"	-15
"Little Caesars is the latest chain where you can try out meatless meat"	-16
"Livestream: Leftist Democrats Begin to Eat Their Own, Accelerating the Collapse of the Democratic Party"	44
"Liz Cheney Goes All-In on Trump’s Racism: Meet the Future of the GOP"	-24
"London Bridge attack: what we’ve learned from the inquest"	-10
"Mad magazine to come off newsstands, largely end publishing new content"	-3
"Mad: The Hilariously Sly Magazine Hated By the Stiff Set"	28
"Man Imprisoned for Drunk Driving Says His Body Actually Turns Food into Alcohol"	-10
"Man killed by masked gunman who used anti-gay slur: cops"	18
"Manny Pacquiao Might Be Making a Terrible Mistake"	-9
"Mark Levin’s ‘Unfreedom of the Press’"	
"Massive Hong Kong Protests Demand Withdrawal of Extradition Bill, Leader's Resignation"	-19
"McDonald's suspends milkshake sales to prevent weaponization by anti-Farage activists"	20
"Media Threatens to Dox Microsoft Employee Who Said Execs Are ‘Awarded’ For Discriminating Against White & Asian Men"	44
"Mexico’s Government Still Foolishly Thinks It Can Reason With Trump"	-21
"Michelle Obama's Ex-Chief Of Staff Admits She Did Try To Intervene In Smollett Investigation"	28
"Millennials: Stop Talking About ‘Adulting’ and Become Adults"	28
"Mind-Bending Optical Illusion Has People Mistaking a Car Door for the Beach"	-1
"Moment paedophile footballer Adam Johnson twisted his ankle as he stumbled out of bar"	13
"More Chinese fentanyl may stay out of the US under a new bipartisan bill"	
"Mueller Spoke. Part of America Heard Laurel, and Part of America Heard Yanny."	-21
"NY Times Deflects MLK ‘Rape’ Bombshell by Personally Attacking the Historian, FBI"	
"National Express Group PLC -- Moody's announces completion of a periodic review of ratings of National Express Group PLC"	0
"New Hampshire Republicans to Corey Lewandowski: Stay Away From the Senate"	-21
"New Mexico militia detains migrants at gunpoint in social media"	-16
"New Rule: Polluters Can Appeal Judgments, But No One Else Can"	-24
"New York lawmakers introduce legislation to decriminalize sex work"	-13
"Newly Released Files Document the FBI's Participation in the Hunt for Bigfoot"	18
"Nike Pulls Shoes Featuring Betsy Ross Flag Over Concerns About Racist Symbolism"	-5
"No Conspiracy, No Exoneration: The Conclusions from the Mueller Report"	-9
"No One Has Any Idea If Joe Biden Really Is “Electable”"	-24
"Northern Ireland Mourns Lyra McKee, Journalist and LGBT Activist Shot at Nationalist Riot"	-23
"Number of the Day: 18% of ER Visits End with Surprise Bills, Report Says"	12
"Ocasio-Cortez Promotes Unsubstantiated Conspiracy Theory About Trump"	28
"On Eve of Russia Trip, Pompeo Squelches Criticism of Moscow"	9
"On the Border, Volunteer Doctors Struggle to Provide Stopgap Care to Immigrants"	-24
"One Small Step for a President, One Giant Leap for Pyongyang"	9
"Openly gay Democratic presidential candidate wants to 'broker that peace deal' with Chick-fil-A"	27
"Oprah Always Travels With Avocados Grown From Her Own Orchard Because ‘It’s Ridiculous to Pay for Avocados’"	-1
"Originality And Uncertainty Still Reign As 'Black Mirror' Enters Its 5th Season"	-5
"POLITICO Playbook PM: Trump, in a familiar tactic, mocks Biden’s ‘energy’"	-3
"POLL: Democratic Women Okay With ‘Handsy’ Joe Biden"	28
"Paul Mpagi Sepuya Mines the Queer History of the Portrait Studio"	-9
"Pelosi Vows “Ironclad Case” Against Trump as Cries to “Impeach” Erupt During Speech"	-21
"Pete Buttigieg Confronts Race and Identity in Speech to Gay Group"	-5
"Pete Buttigieg: Trump immigration approach backward"	-3
"Pharmacy Middlemen Will Take Their Turn in the Congressional Hot Seat"	12
"Pilot died in military jet crash near Death Valley's 'Star Wars Canyon,' Navy confirms"	-6
"Pinterest's stock jumps 7.0% ahead of Q1 results due after the close"	5
"Police union rips Buttigieg: using shooting to score campaign points"	
"Pompeo Decries 'Dictatorship, Undesired Foreign Presence,' in Venezuela"	-28
"Pompeo: Paris Climate Deal ‘Didn’t Change a Thing’"	20
"Premier League transfer news: Rodriguez, Maguire, Asensio, Sane, Felix, Perisic"	-10
"President Trump: Just Another Jailer of the Cuban People"	28
"Presidential candidate Beto O'Rourke releases LGBTQ+ Equality plan"	44
"Previously Unreleased Poll Shows Alabama Voters Disapprove of Extreme Abortion Ban"	-24
"Princess Charlotte’s Adorable 4th Birthday Photos Are Here to Help You Celebrate the Passage of Time"	-1
"Prisoners Tell Us How Tommy Robinson Will Actually Be Treated in Jail"	-10
"Problematic Women: How Kamala Harris’ ‘Wage Gap’ Plan Would Actually Hurt Women"	-15
"Protesters Target Joe Biden on Deportation and Bill De Blasio on Eric Garner During Democratic Debate"	-23
"Psychedelic tourism is a niche but growing market"	4
"R. Kelly and the Damage Done"	-9
"RNC Chairwoman 'personally' supports rape, incest exceptions to abortion bans"	27
"Rapper T.I. wants to form the ‘Avengers’ of black investment"	
"Read Bernie Sanders’s 2019 Medicare-for-all plan"	-16
"Reality Check: Pro-Abortion 'Rewire News' Site Under Fire for Union Layoffs"	
"Recruiting Women to Online Dating Was a Challenge"	-15
"Red Flag on Steele Went to FBI Well Before FISA Warrant"	
"Rep. Ilhan Omar slams 'bigoted' Trump administration for barring pride flag from foreign embassies"	27
"Rep. Ro Khanna Calls for Investigation Into Brazil’s Prosecution of Lula"	-23
"Republicans’ new smear of Rep. Rashida Tlaib can be easily fact-checked"	-13
"Rush Limbaugh: We Have this Never-Trumper Problem Which is Like a Fly on an Elephant’s Ass"	35
"S&P 500 down 3.7% at 2,825"	5
"SCHAEFFER: The Greco-Persian Wars. Introduction: The War That Saved The West"	28
"San Francisco Has Ditched Its Dumb 'IPO Tax' (For Now)"	18
"Sanders' Medicine Is Worse Than the Disease"	
"Sarah Huckabee Sanders Embarks on Media Tour to Defend Her Lies"	-24
"Sausage King and Queen Take Stock"	-5
"Scandal for Bolsonaro’s Justice Minister Sergio Moro Grows as the Intercept Partners With Brazil’s Largest Magazine For New Exposé"	-23
"Scarred By Sinema's Senate Win, Team Trump Makes Early Moves To Keep AZ Red"	-13
"Scott Morrison says ‘ni hao’ to voter who replied ‘I’m Korean’ in hilarious election gaffe"	13
"Scouted: Get 25% Off Scouted Readers Favorite Bags at Dagne Dover — and Some New Arrivals"	-21
"Selma Blair says she’s getting 'seemingly sicker' with MS in Instagram post"	27
"Senate Intel finds 'extensive' Russian election interference going back to 2014"	9
"Senate Republicans feel ‘urgency’ to do something about health care — again"	-23
"Senate goes nuclear again, speeding up Donald Trump’s nominations"	
"Senior Palestinian official denied US visa"	9
"Solitary confinement isn’t effective. That’s why New Jersey lawmakers are trying to restrict it."	-16
"Some Mad, Bad News: Big Oil Is Actively Involved in Climate Talks"	-10
"Some Maine Republicans Fret New State Ballad Is Too Hard On The Confederacy"	-13
"Soon your driver’s license might not get you through airport security"	-16
"Stephen Colbert Hits Long-Shot Dems for Spewing ‘Republican Talking Points’ at CNN Debate"	-21
"Stocks end mixed in quiet trading session"	5
"Stossel: Moral Panic Over Sex Work"	18
"Stuck on the sidelines: A transgender powerlifter fights for the right to compete"	-3
"Study: Peppermint Helps the Meal Go Down"	44
"Synagogue Shooters Have Trump Hatred in Common"	
"TAC Bookshelf for the Week of July 29"	28
"Taking a cue from Obama, Elizabeth Warren’s single-payer strategy involves not telling voters the truth"	
"Tech Is No Match for Human Grossness"	-15
"The Best Brexit Strategy Is to Leave First, Then Deal"	
"The CBO Report On Single Payer Isn’t The One We Deserve To See"	27
"The Coming-of-Age Tale That Inspired Mayor Pete to Learn Norwegian"	-9
"The Cooking Cartoonist: Guilt-Free Ways to Prepare Octopus"	-9
"The Debt Neocons Owe to the Atheist Left"	28
"The Democrats' Dumb War Against Charter Schools"	18
"The Double Talk of Trump’s Favorite Dictator"	9
"The Fantasy Crumbles for the Dem Media Complex"	
"The Fight for a Green New Deal Can Start With Your Union Contract"	-24
"The Latest: Bahrain FM gives interview to Israeli TV channel"	0
"The Latest: US jury finds ex-priest guilty of sex abuse"	0
"The Oberlin Trial Is a Blueprint for Fighting Back"	20
"The Planet Is Not on “Fucking Fire”"	-19
"The President’s rather strange message to Bernie Sanders"	
"The SPD Must Change Course or Die"	-28
"The Strange Fun Of ‘Under A Rock With Tig Notaro’"	27
"The Surprising History of the Standard Deduction"	12
"The Text Messages That Earned This Michigan GOPer A Grand Jury Indictment"	-13
"The Trade Secret: Firms That Promised High-Tech Ransomware Solutions Almost Always Just Pay the Hackers"	-5
"The UN Human Rights Council’s lousy election"	4
"The Unbearable Emptiness of the Presidential Debates"	-28
"The Week Beyond Mueller and Trump"	-9
"The Weird World of Vegan YouTube Stars Is Imploding"	-21
"The great TRIGGERING begins: Tim Young asks ‘my body, my choice’ crowd an INCONVENIENT question and they just lose it"	29
"The real reason Donald Trump is going to lose in the end"	-34
"Theresa May Is Hilariously Bad at Her Job"	-28
"Theresa May plans ‘new and improved’ Brexit deal"	-3
"There’s No End to Jimmy Kimmel’s Torment of Matt Damon and He Just Upped the Ante"	-1
"Third House Republican Blocks $19.1 Billion Disaster Aid Bill"	12
"This Celebrity Friendship Makes So Much Sense When You Realize It’s Stranger Things Season 3 Come to Life"	-1
"This Guy Got Republicans to Vote for a Democrat"	-5
"This Video Reveals The Absurdity of The Russian Witch Hunt"	44
"This billboard is being criticized for inciting violence against “the Squad”"	-16
"This is deranged even by Donald Trump standards"	-34
"Tlaib Tweets ‘Happy Passover’ Picture With Loaves of Bread"	24
"Tlaib Will Continue Impeachment Push After Mueller Findings"	24
"To the Moon, but Not Back"	-5
"Top Mueller probe prosecutor Andrew Weissmann reportedly inks book deal"	27
"Tories at odds over how long to let May stay"	-3
"Trudeau Declares Climate Emergency — Then Approves Trans Mountain Pipeline"	24
"Trump Administration Wants More Health Care Price Transparency"	12
"Trump And Xi Agree To A Potential Trade Truce — With Conditions"	24
"Trump Does an About-Face on Pakistan—and Blunders Into the Kashmir Dispute"	9
"Trump Gives Netanyahu Part of Syria to Boost Israeli Leader’s Flagging Reelection Campaign"	-23
"Trump Hails African-American Contributions to America Amid Battle With Black Critics"	-5
"Trump Is Upset This Infowars ‘Thinker’ Got Banned From Facebook. Here's What He Thinks"	-13
"Trump Lauds Departing Press Chief Sanders as ‘Special Person’ for Doing ‘an Incredible Job’"	-15
"Trump Mulls Another Tax Cut for the Rich: Report"	12
"Trump Offers Watered Down Support of Cain for Fed"	-28
"Trump Official Who Compared CO2 To Jews Led His Own ‘CO2 Anti-Defamation League’"	-13
"Trump in the UK: And You Thought the American Media Were Biased"	
"Trump lashes out as House investigators prep more subpoenas"	-3
"Trump to Congress: It’s None of Your Business if I Break the Law"	-21
"Trump was winner coming out of Mueller hearings, Rep Steube says"	27
"Trump's campaign tries to clean up his foreign dirt comments a little, but he's not helping"	44
"Trump: 2 years of my term were ‘stollen’"	-3
"Trump’s Space Force Gets the Final Frontier All Wrong"	9
"Trump’s made-for-TV moment in North Korea"	-3
"Tulsi: A Living Reminder of Iraq’s Liars and Apologists"	28
"Turkey's Latest Incitement Can't Go Unanswered"	
"Twitter Is Now Banning Conservatives For Investigative Journalism About Big Tech’s Abortion Activism"	27
"U.N. waters down resolution on sexual violence after threat of U.S. veto"	-13
"U.S. Balked at Sanctions on Sudan"	9
"U.S. and Turkey Spar Over Syria Safe Zone"	9
"U.S. psychoanalysts apologize for labeling homosexuality an illness"	-3
"Uncle Sam offering $1K to people who adopt untrained wild horse or burro"	18
"Utah man dies on Everest after reaching goal of climbing each continent's tallest mountain"	-3
"Victory Does Not Depend on Swing Voters"	-19
"Video Game Reviewer Turns in Sexist Troll—to His Mom"	-21
"Violent Storm Batters Italian Beach, Sends Sunbathers Running"	24
"Warren Calls for Investigation of Surveillance at Family Separation Protests"	-24
"Warren has lots of plans. But not on health care."	-3
"Watch cellist Yo-Yo Ma play for harmony at the US-Mexico border"	-5
"Welfare Money Is Paying for a Lot of Things Besides Welfare"	-15
"What to Cook: What to Cook This Week"	-5
"When Debt Becomes a Life Sentence"	-15
"When One Person on a Date Is Just There for the Free Food"	-15
"White House says Trump spoke to Libyan commander Haftar on Monday"	28
"White House: We’re not considering busing migrants to “sanctuary cities.” Trump: Yes, we are!"	-16
"Whoopi Goldberg Intervenes in Off-the-Rails Meghan McCain-Joy Behar Battle Over Immigration"	-21
"Winners and Losers from the GOP Tax Cuts This Year"	12
"With Jailed Asylum-Seekers on the Rise, Detention Contractors Reap Profits"	-24
"With Mueller Time a Flop, Dems Run to Plans B and C"	28
"Wokesters Go After Democrat Cartoonist For Objecting To Abortion"	27
"Your Kids Will Never Love Their Siblings Exactly the Way You Love Them"	-21
"‘Girl, bye!’: Watch CNN’s April Ryan tell Sarah Sanders off and mock her farewell party"	-23
"‘RIDICULOUS EXAMPLE OF A HUMAN’: Angel Dad Blasts Ocasio-Cortez"	28
"‘Shell on Challenge’: The Viral Hoax Fooling Local News Into Thinking Teens Are Eating Plastic for Fun"	-21
"‘This is frightening’: Leftist thugs harass Candace Owens at University of Pennsylvania"	29
"“We’ve Got People:” Ryan Grim on the Democratic Party, Nancy Pelosi, and 2020 Campaign"	-23
"Sanders & Warren Fight ""Republican Talking Point"" That Medicare for All Is About Reducing Coverage"	-19
"'Creepy Uncle Joe': Glenn Beck recounts Biden's long history of unwanted touching"	27
"'Send her back' chant chills Washington"	
"AOC's Chief of Staff Likens Moderate Democrats to Jim Crow Supporters"	-15
"Against the Great Man Theory of Historians"	-28
"Alabama Democrat State Rep Calling for 'Unwanted Children' to Be Aborted Announces Primary Challenge Against Sen. Doug Jones"	34
"Alabama Mayor Suggests “Killing” LGBTQ People Is “Only Way” to Fix Society’s Problems"	-21
"Anti-Israel BDS Movement Is Anti-Semitism Disguised as Free Speech, Rubio Says"	-15
"Bill Donohue Slams Fox News For Cutting His Segment after He Points Out Recent Attacks on French Churches"	35
"Black Voters Matter uses Southern tactics to register black Michigan voters during debates"	44
"Blundering John Dean Tells CNN: Mueller Report Found 'There Was Collusion'"	
"Booker: Biden Not Up to Dealing With Trump Who 'Uses Racism as Political Currency'"	34
"CNN's Cooper: Trump's 'Cruelty' Is 'Not a Bug of the System, It’s a Feature'"	-15
"Californians Flood Gun Stores When Magazine Ban Is Lifted For One Week"	27
"Chris Plante: 'CNN Is Part of the Democratic Party's Apparatus'"	
"Crowd Boos Former Congressman Calling Ocasio-Cortez ‘Tea Party of the Left’"	24
"DISGRACEFUL: Sadiq Khan’s City Hall Gives Permission for Massive Baby Trump Blimp to Fly Over City During Trump’s Visit on 75th Anniversary of D-Day"	35
"David Letterman: If I Had a Late Night Show, I Would Be Really ‘Ugly’ to Trump"	
"Democrats Have Created an “Electability” Monster"	-19
"Deputy charged with assaulting his 73-year-old mother has faced prior allegations of violence, records show"	-6
"Donald Trump reveals delusional new strategy for 2020"	-34
"Donald Trump’s new last ditch dastardly plan to save himself"	-34
"Drug Dealers Tell Us How to Spot a Sucker"	-10
"EXCLUSIVE: Juanita Broaddrick on Bill Clinton's Jeffrey Epstein Statement: 'Your Denials Are Worthless'"	-15
"Elizabeth Warren, Unveiling Opioid Plan, Says Sackler Name Should Come Off Harvard Buildings"	-5
"Ex-Obama Border Patrol Chief: Immigration Crisis Is Worst 'in the History of the Country'"	-15
"Ex-president's son found not guilty in fatal car accident"	0
"Facebook Claims It Flagged Texas GOP Post because it Was ‘Clickbait’"	
"Facebook will never strip away Mark Zuckerberg’s power"	-16
"Germaphobe-In-Chief Makes His Body Guard Carry Around Hand Sanitizer"	-13
"Harvard Was Right to Fire Ron Sullivan"	-19
"Idiot busted posing as officer after pulling over undercover cop"	18
"Ilene Chaiken: We’re Proclaiming Ourselves on ‘The L Word.’ That’s a Huge Part of Our Struggle and Celebration"	-21
"In Town for Tel Aviv Pride, Neil Patrick Harris Says He’s No Gay Icon"	-15
"Jared Kushner’s telling indifference on refugees"	-16
"Joe Biden Invites Children on Stage, Jokes About Hair-Sniffing Scandal"	-15
"Joe Scarborough to Trump for Calling Him 'Morning Psycho' -- 'Thank You So Much for Watching'"	-15
"Kamala Harris Says She Was a Progressive Prosecutor. Her Record Says Otherwise."	-24
"Kirstjen Nielsen Was Heartless, but Not Heartless Enough for Trump"	-21
"Lebanon Is Sick and Tired of Syrian Refugees"	9
"Lyon bomb suspect had pledged allegiance to IS"	0
"MSNBC Guests Declare That ‘We Have to Start Calling Trump’s Supporters Racists As Well’"	35
"Michigan couple who coerced disabled woman into prostitution sentenced"	-3
"Mitt Romney is “sickened” by the Trump administration’s “dishonesty” after reading Mueller report"	-16
"Mueller (Allegedly) Found Child Porn on Phone of Lobbyist Who Set Up Trump-Russia Back Channel"	-21
"Mueller Reminds the Public: Trump Betrayed the United States"	-24
"NBC Debate Debacle: On Top of Audio Glitch, TV Screens Across Nation Went Black Multiple Times During Democrat Presidential Debate"	35
"Networks Go Limp on SHOCKING Poll on AOC, Omar 'Hurting Democrats' with Swing Voters"	
"New Comey op-ed: The “deep state treason” conspiracy theory about Russiagate is the dumbest of dumb lies"	
"New Research Shows the European Union's Anti-GMO Rules Are Ridiculously Bad"	18
"Nike Nixes Betsy Ross Themed Shoe After Colin Kaepernick Calls the Design “Offensive” and Carries “Slavery Connotations”"	35
"Ohio State officials failed to act as doctor abused 177 athletes over nearly two decades"	-3
"Peaceful Conservative Attacked By Leftist Liberal For Asking A Question"	44
"Poll: Dem Support For John Bel Edwards Plummets After He Signs Abortion Bill"	24
"Press Pollutes History in Child Migrant Coverage at 'Internment Camp'"	
"Rand Paul Offers To Buy Ilhan Omar Ticket To Somalia So She ‘Might Come Back And Appreciate America More’"	35
"Rashida Tlaib Spouts Politically Correct Anti-Semitism for the 21st Century"	-15
"Rep. Doug Collins Releases Nellie Ohr Testimony Transcript Before House Judiciary Committee — Contributing ‘Author’ of Phony Dossier"	35
"Robert Kraft sex spa case lives on after Appeals Court agrees to hear state prosecutor's argument"	13
"Saudi Arabia Is Trying To Execute And Possibly Crucify Teen Who Participated In Protest When He Was 10 Years Old: Report"	24
"Sen. Kennedy Calls The Squad 'The Four Horsewomen Of The Apocalypse'"	-13
"She Was Loyal to Chris Christie. Now She Faces Jail Time for Bridgegate."	-5
"Sophie Turner Discusses Kit Harington Making More Money Than Her on Game of Thrones"	-1
"Sunday shows - Immigration raids dominate"	9
"THREAD==> Byron York explains how Robert Mueller ‘exposed fatal flaw of Trump-Russia affair’"	29
"TIME Picks Christine Blasey Ford as 'Influential,' Kamala Harris Pens Puff Piece"	
"TIME cover picturing the Buttigieg ‘first family’ is a display of ‘heterosexuality without women’"	29
"Taylor Swift's Fans Boo Kamala Harris Over Braun Fundraiser"	-28
"Team Biden suspects Bernie Sanders’s campaign of pushing stories about his handsiness with women"	
"The BJP’s threat to restrict Indian citizenship unmasks the ugliest side of nationalism"	-5
"The Labour Party’s Role in the Brexit Crisis"	-19
"The Pentagon’s Top Ranks Have Been Empty for a Long Time. Now 1,581 Problems Are Waiting to Be Solved."	-24
"The Serial Golf Cheat in the White House"	-9
"The White House Sent the Weirdest Flag Day Tweet—and the Internet Can’t Stop Laughing"	-24
"The killer, the piglet, and other nicknames Chinese shoppers are giving luxury handbags"	-5
"This Belgian Nurse Watched Euthanasia Turn Pain Management Into A Death Prescription"	27
"Trade Is Just an Opening Shot in U.S.-China Conflict"	
"Trump Explains 'Nasty' Meghan Markle Comment, But Basically Calls Her 'Nasty' Again"	-20
"Trump Issues Executive Order Requiring All Govt Agencies to Provide Records on “Number of Citizens and Non-Citizens in Our Country”"	35
"Trump colluded with Russia and obstructed justice. Right wing won't care—but independents just might"	44
"Trump outdoes himself with latest display of rank hatred and rancid bigotry"	-13
"UCLA professor faces 219 years in prison for conspiring to send U.S. missile chips to China"	-6
